StudentNo,100263549,,,,,,,,,,,,
System,{lemmatized},,,,,,,,,,,,
QueryNo,Rank,URL,,,,,,,,,,,
5,8,https://portal.uea.ac.uk/postgraduate-research/postgraduate-research-personal-and-professional-development-module-catalogue,,,,,,,,,,,
5,9,https://portal.uea.ac.uk/learning-and-teaching/hubs,,,,,,,,,,,
5,10,https://portal.uea.ac.uk/en_US/staff-mobility,,,,,,,,,,,
6,1,https://portal.uea.ac.uk/student-support-service/general-advice-service,,,,,,,,,,,
6,2,https://portal.uea.ac.uk/information-services/strategy-planning-and-compliance/regulations-and-policies/information-regulations-and-policies/data-protection,,,,,,,,,,,
6,3,,,,,,,,,,,,
6,4,,,,,,,,,,,,
6,5,,,,,,,,,,,,
6,6,,,,,,,,,,,,
6,7,,,,,,,,,,,,
6,8,,,,,,,,,,,,
6,9,,,,,,,,,,,,
6,10,,,,,,,,,,,,
7,1,https://portal.uea.ac.uk/en/staff-mobility/erasmus-staff-mobility-funding,,,,,,,,,,,
7,2,,,,,,,,,,,,
7,3,,,,,,,,,,,,
7,4,,,,,,,,,,,,
7,5,,,,,,,,,,,,
7,6,,,,,,,,,,,,
7,7,,,,,,,,,,,,
7,8,,,,,,,,,,,,
7,9,,,,,,,,,,,,
7,10,,,,,,,,,,,,
8,1,http://portal.uea.ac.uk,,,,,,,,,,,
8,2,https://portal.uea.ac.uk/arm/alumni-conferences-and-events/conferences,,,,,,,,,,,
8,3,https://portal.uea.ac.uk/en/estates,,,,,,,,,,,
8,4,https://portal.uea.ac.uk/estates/help-centre/,,,,,,,,,,,
8,5,https://portal.uea.ac.uk/estates/help-centre/latest-news/-/asset_publisher/4y6W3ljN9SEH/content/temporary-closure-to-accessible-car-parking-spaces,,,,,,,,,,,
8,6,https://portal.uea.ac.uk/estates/help-centre/maps,,,,,,,,,,,
8,7,https://portal.uea.ac.uk/estates/help-centre/latest-news,,,,,,,,,,,
8,8,https://portal.uea.ac.uk/estates/help-centre,,,,,,,,,,,
8,9,https://portal.uea.ac.uk,,,,,,,,,,,
8,10,https://portal.uea.ac.uk/estates/,,,,,,,,,,,
9,1,https://portal.uea.ac.uk/learning-and-teaching/hubs,,,,,,,,,,,
9,2,https://portal.uea.ac.uk/dos,,,,,,,,,,,
9,3,https://portal.uea.ac.uk/estates/living-on-campus/post,,,,,,,,,,,
9,4,https://portal.uea.ac.uk/brand-guidelines,,,,,,,,,,,
9,5,https://portal.uea.ac.uk/arm/alumni-conferences-and-events/conferences,,,,,,,,,,,
9,6,https://portal.uea.ac.uk/estates/grounds,,,,,,,,,,,
9,7,https://portal.uea.ac.uk/en/estates,,,,,,,,,,,
9,8,https://portal.uea.ac.uk/estates/help-centre/,,,,,,,,,,,
9,9,https://portal.uea.ac.uk/en/resnet/past-events/past-events-2016,,,,,,,,,,,
9,10,https://portal.uea.ac.uk/estates/help-centre/latest-news/-/asset_publisher/4y6W3ljN9SEH/content/temporary-closure-to-accessible-car-parking-space,,,,,,,,,,,
10,1,https://portal.uea.ac.uk/graduationoffice/registration,,,,,,,,,,,
10,2,http://portal.uea.ac.uk,,,,,,,,,,,
10,3,https://portal.uea.ac.uk/accommodation/living-in-residences,,,,,,,,,,,
10,4,https://portal.uea.ac.uk/accommodation/guarantee,,,,,,,,,,,
10,5,https://portal.uea.ac.uk/arm/campus-news/student/-/asset_publisher/BmCeiEPqxXUM/content/investing-in-spaces-for-students-and-staff,,,,,,,,,,,
10,6,https://portal.uea.ac.uk/accommodation/undergraduate/guarantee,,,,,,,,,,,
10,7,https://portal.uea.ac.uk/accommodation/living-in-residences/private-housing,,,,,,,,,,,
10,8,https://portal.uea.ac.uk/accommodation/visitors-and-staff,,,,,,,,,,,
10,9,https://portal.uea.ac.uk/postgraduate-research/postgraduate-research-personal-and-professional-development-module-catalogue,,,,,,,,,,,
10,10,https://portal.uea.ac.uk/learning-and-teaching/hubs,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
